"code" "movie_title" "point"
"595" "149731" "패트리어트 데이" "8.87"
"596" "36957" "...ing" "8.87"
"597" "35991" "와일드 카드" "8.87"
"598" "31579" "슈렉" "8.87"
"599" "94194" "페어리테일: 봉황의 무녀" "8.87"
"600" "122131" "서프러제트" "8.87"
"601" "52548" "의형제" "8.87"
"602" "11354" "복수혈전" "8.87"
"603" "11119" "사탄의 인형" "8.87"
"604" "30685" "코요테 어글리" "8.87"
"605" "37739" "인어 공주" "8.87"
"606" "10055" "람보" "8.87"
"607" "72081" "어느 날, 사랑이 걸어왔다" "8.86"
"608" "99714" "엑스맨: 데이즈 오브 퓨처 패스트" "8.86"
"609" "152183" "무현, 두 도시 이야기" "8.86"
"610" "10640" "좋은 친구들" "8.86"
"611" "94775" "7번방의 선물" "8.86"
"612" "75401" "헬로우 고스트" "8.86"
"613" "129072" "스포트라이트" "8.86"
"614" "113170" "마담 프루스트의 비밀정원" "8.86"
"615" "17758" "12 몽키즈" "8.86"
"616" "31913" "바닐라 스카이" "8.86"
"617" "32588" "아멜리에" "8.86"
"618" "48074" "영화는 영화다" "8.86"
"619" "31464" "매트릭스 2 - 리로디드" "8.86"
"620" "43609" "드리머" "8.86"
"621" "66091" "벤자민 버튼의 시간은 거꾸로 간다" "8.86"
"622" "39516" "달콤한 인생" "8.86"
"623" "23917" "공각기동대" "8.86"
"624" "75606" "천사의 사랑" "8.86"
"625" "64961" "집오리와 들오리의 코인로커" "8.86"
"626" "10800" "토탈 리콜" "8.86"
"627" "45944" "예스 맨" "8.85"
"628" "71768" "파이터" "8.85"
"629" "73496" "서태지 심포니" "8.85"
"630" "43206" "각설탕" "8.85"
"631" "70254" "아이언맨 3" "8.85"
"632" "60755" "불편한 진실" "8.85"
"633" "120125" "장수상회" "8.85"
"634" "39399" "주먹이 운다" "8.85"
"635" "73477" "글러브" "8.85"
"636" "75217" "짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부" "8.85"
"637" "10253" "배트맨" "8.85"
"638" "17059" "중경삼림" "8.85"
"639" "38574" "맨 온 파이어" "8.84"
"640" "17450" "라스베가스를 떠나며" "8.84"
"641" "149777" "얼라이드" "8.84"
"642" "83098" "페이스 메이커" "8.84"
"643" "19541" "오픈 유어 아이즈" "8.84"
"644" "17800" "프라이멀 피어" "8.84"
"645" "33930" "해리 포터와 비밀의 방" "8.84"
"646" "61095" "블랙북" "8.84"
"647" "61521" "트랜스포머" "8.84"
"648" "65769" "그 여자 작사 그 남자 작곡" "8.84"
"649" "18216" "라이어 라이어" "8.84"
"650" "66440" "슬럼독 밀리어네어" "8.83"
"651" "43153" "미션 임파서블 3" "8.83"
"652" "10793" "택시 드라이버" "8.83"
"653" "149050" "짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격" "8.83"
"654" "98432" "가장 따뜻한 색, 블루" "8.83"
"655" "31282" "레퀴엠" "8.83"
"656" "28876" "화양연화" "8.83"
"657" "10742" "원초적 본능" "8.83"
"658" "127858" "추억의 마니" "8.83"
"659" "36651" "시티 오브 갓" "8.82"
"660" "112042" "봄" "8.82"
"661" "23859" "내 마음의 풍금" "8.82"
"662" "13314" "피아노" "8.82"
"663" "92176" "슈퍼배드 2" "8.82"
"664" "48159" "극장판 명탐정 코난:탐정들의 진혼가" "8.82"
"665" "38546" "아무도 모른다" "8.82"
"666" "103719" "그렇게 아버지가 된다" "8.82"
"667" "28214" "무사" "8.82"
"668" "16516" "트루 라이즈" "8.82"
"669" "119914" "극장판 루팡 3세 VS 명탐정 코난" "8.82"
"670" "31940" "메멘토" "8.82"
"671" "33082" "소림축구" "8.82"
"672" "130983" "트럼보" "8.82"
"673" "36484" "이퀼리브리엄" "8.82"
"674" "11092" "심연" "8.82"
"675" "136872" "미녀와 야수" "8.81"
"676" "34447" "로드 무비" "8.81"
"677" "38835" "터미널" "8.81"
"678" "116251" "썬더와 마법저택" "8.81"
"679" "92312" "쉐프" "8.81"
"680" "37838" "그녀를 믿지 마세요" "8.81"
"681" "26348" "부에나 비스타 소셜 클럽" "8.81"
"682" "91696" "분노의 질주: 더 맥시멈" "8.81"
"683" "87309" "라이프 오브 파이" "8.81"
"684" "19505" "미술관 옆 동물원" "8.81"
"685" "88474" "천국의 아이들" "8.81"
"686" "150198" "너의 이름은." "8.81"
"687" "96961" "집으로 가는 길" "8.81"
"688" "66144" "스타더스트" "8.81"
"689" "51624" "이번 일요일에" "8.81"
"690" "130957" "스트레이트 아웃 오브 컴턴" "8.81"
"691" "65735" "심슨 가족, 더 무비" "8.81"
"692" "142691" "나의 소녀시대" "8.81"
"693" "114249" "킹스맨 : 시크릿 에이전트" "8.81"
"694" "29044" "희극지왕" "8.80"
"695" "17946" "초록물고기" "8.80"
"696" "153951" "루돌프와 많이있어" "8.80"
"697" "78681" "인 어 베러 월드" "8.80"
"698" "143253" "뽀로로 극장판 컴퓨터 왕국 대모험" "8.80"
"699" "44981" "보이 A" "8.80"
"700" "17498" "토탈 이클립스" "8.80"
"701" "19500" "쉬리" "8.80"
"702" "100639" "달라스 바이어스 클럽" "8.80"
"703" "40032" "박치기!" "8.80"
"704" "59032" "박사가 사랑한 수식" "8.80"
"705" "16571" "펄프 픽션" "8.80"
"706" "10962" "블레이드 러너" "8.80"
"707" "18814" "데블스 에드버킷" "8.80"
"708" "77154" "극장판 포켓 몬스터 DP - 환영의 패왕 조로아크" "8.79"
"709" "47494" "아이스 에이지 3: 공룡시대" "8.79"
"710" "19517" "조 블랙의 사랑" "8.79"
"711" "29378" "패트리어트 - 늪 속의 여우" "8.79"
"712" "72363" "어벤져스" "8.79"
"713" "39157" "미녀는 괴로워" "8.79"
"714" "39879" "아일랜드" "8.79"
"715" "17173" "가을의 전설" "8.79"
"716" "123095" "메밀꽃, 운수 좋은 날, 그리고 봄봄" "8.79"
"717" "18350" "제5원소" "8.79"
"718" "134845" "극장판 요괴워치: 탄생의 비밀이다냥!" "8.79"
"719" "50932" "비열한 거리" "8.79"
"720" "58538" "믿음의 승부" "8.78"
"721" "93089" "스텝업4 : 레볼루션" "8.78"
"722" "126389" "무서운 집" "8.78"
"723" "96325" "에픽 : 숲속의 전설" "8.78"
"724" "139674" "순정" "8.78"
"725" "10245" "다이 하드 2" "8.78"
"726" "36763" "데이비드 게일" "8.78"
"727" "117061" "거인" "8.78"
"728" "31904" "취화선" "8.78"
"729" "119632" "위플래쉬" "8.78"
"730" "52790" "락앤롤 보트" "8.78"
"731" "35070" "어바웃 어 보이" "8.78"
"732" "52757" "엽문 2" "8.78"
"733" "132991" "미라클 벨리에" "8.78"
"734" "115296" "대니 콜린스" "8.78"
"735" "137010" "포켓몬 더 무비 XY 후파: 광륜의 초마신" "8.77"
"736" "99724" "한공주" "8.77"
"737" "123420" "명탐정 코난: 이차원의 저격수" "8.77"
"738" "34598" "란도리" "8.77"
"739" "126078" "본 투 비 블루" "8.77"
"740" "149481" "연애담" "8.77"
"741" "86197" "나우 이즈 굿" "8.77"
"742" "80866" "완득이" "8.77"
"743" "109910" "굿 다이노" "8.77"
"744" "74309" "메가마인드" "8.77"
"745" "118950" "스파이" "8.77"
"746" "103331" "스윗 프랑세즈" "8.76"
"747" "29146" "U-571" "8.76"
"748" "24602" "큐브" "8.76"
"749" "11290" "그랑블루" "8.76"
"750" "113348" "이미테이션 게임" "8.76"
"751" "10100" "탑 건" "8.76"
"752" "96997" "사이비" "8.76"
"753" "80629" "혹성탈출: 진화의 시작" "8.76"
"754" "42867" "히노키오" "8.76"
"755" "37853" "범죄의 재구성" "8.76"
"756" "33759" "내겐 너무 가벼운 그녀" "8.76"
"757" "51407" "애자" "8.76"
"758" "81106" "아더 크리스마스" "8.76"
"759" "70393" "판타스틱 Mr. 폭스" "8.75"
"760" "52794" "스트레인저 댄 픽션" "8.75"
"761" "132998" "계춘할망" "8.75"
"762" "49302" "귀향" "8.75"
"763" "37756" "엘프" "8.75"
"764" "77768" "매드맥스: 분노의 도로" "8.75"
"765" "35273" "본 아이덴티티" "8.75"
"766" "132610" "바닷마을 다이어리" "8.75"
"767" "144945" "아기배달부 스토크" "8.75"
"768" "88226" "미운 오리 새끼" "8.75"
"769" "38882" "폴라 익스프레스" "8.75"
"770" "84856" "아티스트" "8.75"
"771" "40112" "명탐정 코난:수평선상의 음모" "8.75"
"772" "36950" "도그빌" "8.75"
"773" "31607" "고양이를 부탁해" "8.75"
"774" "152265" "포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」" "8.74"
"775" "39676" "보글보글 스폰지 밥" "8.74"
"776" "139523" "앙: 단팥 인생 이야기" "8.74"
"777" "98280" "액트 오브 킬링" "8.74"
"778" "39846" "찰리와 초콜릿 공장" "8.74"
"779" "25641" "버팔로 66" "8.74"
"780" "127901" "도라에몽:스탠바이미" "8.74"
"781" "76560" "극장판 도라에몽: 진구와 철인군단 날아라 천사들" "8.74"
"782" "39043" "비포 선셋" "8.74"
"783" "64170" "언노운 우먼" "8.74"
"784" "31629" "러시 아워 2" "8.74"
"785" "31911" "스파이 게임" "8.74"
"786" "95541" "미션 임파서블: 로그네이션" "8.74"
"787" "69951" "썸머 워즈" "8.74"
"788" "131576" "슈퍼 프렌즈" "8.74"
"789" "38338" "네버랜드를 찾아서" "8.74"
"790" "25749" "퍼펙트 블루" "8.73"
"791" "73411" "쿵푸 팬더 2" "8.73"
"792" "134887" "스노든" "8.73"
"793" "73318" "시라노; 연애조작단" "8.73"
"794" "53372" "미션 임파서블 : 고스트 프로토콜" "8.73"
"795" "38106" "크리스마스에 기적을 만날 확률" "8.73"
"796" "31814" "버스, 정류장" "8.73"
"797" "88783" "하늘이 보내준 딸" "8.73"
"798" "155484" "터닝메카드W: 블랙미러의 부활" "8.73"
"799" "19063" "딥 임팩트" "8.73"
"800" "37261" "알 포인트" "8.72"
"801" "19456" "약속" "8.72"
"802" "161374" "리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국" "8.72"
"803" "86818" "버니드롭" "8.72"
"804" "38420" "아이, 로봇" "8.72"
"805" "61056" "스텝 업" "8.72"
"806" "125459" "닥터 스트레인지" "8.72"
"807" "109626" "러덜리스" "8.72"
"808" "137956" "맨체스터 바이 더 씨" "8.72"
"809" "37386" "프리키 프라이데이" "8.72"
"810" "17150" "유주얼 서스펙트" "8.72"
"811" "31565" "브리짓 존스의 일기" "8.72"
"812" "101904" "트롤" "8.72"
"813" "43516" "브로크백 마운틴" "8.72"
"814" "10132" "귀여운 여인" "8.71"
"815" "91703" "잠베지아: 신비한 나무섬의 비밀" "8.71"
"816" "37244" "안녕! 유에프오" "8.71"
"817" "39804" "13 구역" "8.71"
"818" "135342" "더 라스트: 나루토 더 무비" "8.71"
"819" "30786" "브링 잇 온" "8.71"
"820" "33682" "워터보이즈" "8.71"
"821" "62789" "스타 트렉: 더 비기닝" "8.71"
"822" "74003" "워리어" "8.71"
"823" "37245" "말죽거리 잔혹사" "8.71"
"824" "118348" "보이후드" "8.71"
"825" "77566" "브레이킹 던 part2" "8.71"
"826" "54411" "우리들의 행복한 시간" "8.71"
"827" "137281" "짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격" "8.71"
"828" "33420" "후 아 유" "8.70"
"829" "87246" "인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D" "8.70"
"830" "71546" "엘 시크레토: 비밀의 눈동자" "8.70"
"831" "11720" "라스트 모히칸" "8.70"
"832" "31307" "스파이더맨" "8.70"
"833" "130984" "발레리나" "8.70"
"834" "35388" "그녀에게" "8.70"
"835" "19059" "웨딩 싱어" "8.70"
"836" "36732" "장화, 홍련" "8.70"
"837" "75415" "몬스터 대학교" "8.70"
"838" "141824" "국가대표2" "8.70"
"839" "48742" "허브" "8.70"
"840" "34449" "아이스 에이지" "8.70"
"841" "39150" "신데렐라 스토리" "8.70"
"842" "53781" "김복남 살인사건의 전말" "8.70"
"843" "142730" "분노" "8.70"
"844" "51282" "용의자 X의 헌신" "8.69"
"845" "33513" "고" "8.69"
"846" "98728" "송 포 유" "8.69"
"847" "50869" "워낭소리" "8.69"
"848" "154029" "행복 목욕탕" "8.69"
"849" "34514" "레지던트 이블" "8.69"
"850" "50218" "우리들과 경찰아저씨의 700일 전쟁" "8.69"
"851" "145292" "당신, 거기 있어줄래요" "8.69"
"852" "18153" "맨 인 블랙" "8.69"
"853" "114276" "마다가스카의 펭귄" "8.68"
"854" "38662" "내 머리 속의 지우개" "8.68"
"855" "124225" "마미" "8.68"
"856" "67374" "페르시아의 왕자: 시간의 모래" "8.68"
"857" "39818" "내 생애 가장 아름다운 일주일" "8.68"
"858" "100938" "파이스토리 : 악당상어 소탕작전" "8.68"
"859" "129094" "보스 베이비" "8.68"
"860" "122527" "캡틴 아메리카: 시빌 워" "8.68"
"861" "40678" "홀리데이" "8.68"
"862" "75006" "워크래프트: 전쟁의 서막" "8.67"
"863" "109920" "아메리칸 셰프" "8.67"
"864" "50583" "더 레슬러" "8.67"
"865" "62249" "데자뷰" "8.67"
"866" "102216" "행복한 사전" "8.67"
"867" "31705" "블레이드 2" "8.67"
"868" "69270" "지금, 이대로가 좋아요" "8.67"
"869" "65677" "소녀X소녀" "8.67"
"870" "11151" "퐁네프의 연인들" "8.67"
"871" "16211" "의천도룡기" "8.67"
"872" "146508" "죽여주는 여자" "8.67"
"873" "100924" "페이스 오브 러브" "8.67"
"874" "66795" "잠수종과 나비" "8.66"
"875" "52425" "줄리 & 줄리아" "8.66"
"876" "52747" "부당거래" "8.66"
"877" "25676" "딥 블루 씨" "8.66"
"878" "87663" "진짜로 일어날지도 몰라 기적" "8.66"
"879" "45253" "스텝 업 2 - 더 스트리트" "8.66"
"880" "72058" "블랙 스완" "8.66"
"881" "37487" "무간도 2 - 혼돈의 시대" "8.66"
"882" "39369" "오페라의 유령" "8.66"
"883" "92412" "명탐정 코난: 11번째 스트라이커" "8.65"
"884" "62699" "해피 피트" "8.65"
"885" "34225" "워크 투 리멤버" "8.65"
"886" "41350" "야수와 미녀" "8.65"
"887" "35546" "해리 포터와 아즈카반의 죄수" "8.65"
"888" "90388" "코알라 키드 : 영웅의 탄생" "8.65"
"889" "93774" "극장판 베르세르크: 황금 시대편Ⅲ - 강림" "8.65"
"890" "47638" "미래를 걷는 소녀" "8.65"
"891" "48310" "말리와 나" "8.65"
"892" "97858" "월터의 상상은 현실이 된다" "8.65"
"893" "94766" "라스트베가스" "8.65"
"894" "39473" "래더 49" "8.65"
"895" "38898" "화이트 칙스" "8.65"
"896" "101248" "베스트 오퍼" "8.65"
"897" "31323" "와니와 준하" "8.65"
"898" "109984" "아메리칸 스나이퍼" "8.65"
"899" "92116" "파닥파닥" "8.65"
"900" "88426" "건축학개론" "8.65"
"901" "63879" "캐쉬백" "8.64"
"902" "125447" "오두막" "8.64"
"903" "37758" "투모로우" "8.64"
"904" "18003" "잉글리쉬 페이션트" "8.64"
"905" "88253" "늑대소년" "8.64"
"906" "61865" "포 미니츠" "8.64"
"907" "51158" "사랑은 너무 복잡해" "8.64"
"908" "111527" "런치박스" "8.64"
"909" "19302" "붉은 돼지" "8.64"
"910" "94506" "새미의 어드벤쳐 2" "8.64"
"911" "60484" "악마는 프라다를 입는다" "8.64"
"912" "18046" "서극의 칼" "8.64"
"913" "132627" "레고 배트맨 무비" "8.64"
"914" "113635" "레이드 2" "8.64"
"915" "43502" "로드 오브 워" "8.64"
"916" "65842" "극장판 도라에몽: 진구의 마계 대모험 7인의 마법사" "8.64"
"917" "66143" "나니아 연대기 - 캐스피언 왕자" "8.64"
"918" "17062" "세븐" "8.63"
"919" "11088" "폭풍 속으로" "8.63"
"920" "106540" "남자가 사랑할 때" "8.63"
"921" "44997" "지구" "8.63"
"922" "74315" "고지전" "8.63"
"923" "39841" "괴물" "8.63"
"924" "31867" "디 아워스" "8.63"
"925" "133447" "드림 쏭" "8.63"
"926" "114265" "어린왕자" "8.63"
"927" "144578" "문영" "8.63"
"928" "38789" "슈퍼 사이즈 미" "8.63"
"929" "36506" "드럼라인" "8.63"
"930" "35071" "스파이더맨 2" "8.63"
"931" "31066" "스내치" "8.63"
"932" "11671" "풀 메탈 자켓" "8.63"
"933" "78240" "그을린 사랑" "8.63"
"934" "71901" "천국의 우편배달부" "8.63"
"935" "97692" "쿵푸팬더3" "8.62"
"936" "66598" "도화선" "8.62"
"937" "47359" "겟 썸" "8.62"
"938" "107928" "퓨리" "8.62"
"939" "16121" "필라델피아" "8.62"
"940" "118922" "카트" "8.62"
"941" "50749" "걸어도 걸어도" "8.62"
"942" "118966" "스머프: 비밀의 숲" "8.61"
"943" "38197" "패션 오브 크라이스트" "8.61"
"944" "109957" "침묵의 목격자" "8.61"
"945" "76580" "컬러풀" "8.61"
"946" "65290" "도쿄 타워" "8.61"
"947" "27255" "철도원" "8.61"
"948" "92064" "앤트맨" "8.61"
"949" "58434" "러닝 스케어드" "8.60"
"950" "73096" "마음이 2" "8.60"
"951" "112082" "엽문3: 최후의 대결" "8.60"
"952" "41635" "소중한 날의 꿈" "8.60"
"953" "37073" "고양이의 보은" "8.60"
"954" "122581" "극장판 도라에몽 진구의 아프리카 모험 : 베코와 5인의 탐험대" "8.60"
"955" "110125" "거꾸로 된 파테마" "8.60"
"956" "54565" "프로포즈" "8.60"
"957" "38083" "몬스터" "8.60"
"958" "146548" "태풍이 지나가고" "8.60"
"959" "19334" "메리에겐 뭔가 특별한 것이 있다" "8.60"
"960" "41595" "리틀 러너" "8.60"
"961" "64126" "로맨틱 홀리데이" "8.60"
"962" "79439" "수상한 고객들" "8.60"
"963" "63379" "영원한 여름" "8.60"
"964" "10758" "아이다호" "8.60"
"965" "144984" "나는 부정한다" "8.60"
"966" "61273" "레터스 투 줄리엣" "8.60"
"967" "38551" "모터싸이클 다이어리" "8.60"
"968" "69024" "안경" "8.59"
"969" "39708" "콘스탄틴" "8.59"
"970" "66437" "공주와 개구리" "8.59"
"971" "65991" "우리 생애 최고의 순간" "8.59"
"972" "43370" "콘스탄트 가드너" "8.59"
"973" "44044" "천년여우 여우비" "8.59"
"974" "122596" "몬스터 호텔 2" "8.59"
"975" "61701" "날아라 허동구" "8.59"
"976" "82540" "범죄와의 전쟁 : 나쁜놈들 전성시대" "8.59"
"977" "134963" "라라랜드" "8.59"
"978" "98484" "논스톱" "8.58"
"979" "18489" "접속" "8.58"
"980" "18933" "록키 호러 픽쳐 쇼" "8.58"
"981" "95808" "위험한 패밀리" "8.58"
"982" "114248" "패딩턴" "8.58"
"983" "25578" "인정사정 볼 것 없다" "8.58"
"984" "146526" "7년-그들이 없는 언론" "8.58"
"985" "134980" "마이펫의 이중생활" "8.58"
"986" "128265" "약장수" "8.58"
"987" "12954" "매트릭스 3 - 레볼루션" "8.58"
"988" "43114" "우리 개 이야기" "8.57"
"989" "39619" "사이드웨이" "8.57"
"990" "10546" "아비정전" "8.57"
"991" "57794" "올드 미스 다이어리 - 극장판" "8.57"
"992" "24831" "13층" "8.57"
"993" "50176" "작전" "8.57"
"994" "51689" "다우트" "8.57"
"995" "91045" "반창꼬" "8.57"
"996" "118370" "안녕,헤이즐" "8.57"
"997" "93757" "버틀러: 대통령의 집사" "8.57"
"998" "47407" "데스 레이스" "8.57"
"999" "59344" "페인티드 베일" "8.57"
"1000" "52429" "웨이 백" "8.57"
"1001" "44910" "김씨 표류기" "8.57"
"1002" "56447" "가족의 탄생" "8.57"
"1003" "101242" "뽀로로 극장판 슈퍼썰매 대모험" "8.56"
"1004" "156675" "눈의 여왕3: 눈과 불의 마법대결" "8.56"
"1005" "23849" "유브 갓 메일" "8.56"
"1006" "67366" "스파이더위크가의 비밀" "8.56"
"1007" "18015" "단테스 피크" "8.56"
"1008" "17692" "아폴로 13" "8.56"
"1009" "82283" "실버라이닝 플레이북" "8.56"
"1010" "25670" "벨벳 골드마인" "8.56"
"1011" "150632" "세상에서 고양이가 사라진다면" "8.56"
"1012" "47408" "리틀 디제이" "8.56"
"1013" "99355" "내가 고백을 하면" "8.56"
"1014" "65893" "개구쟁이 스머프" "8.56"
"1015" "61450" "드림걸즈" "8.56"
"1016" "85606" "자전거 탄 소년" "8.56"
"1017" "103797" "족구왕" "8.56"
"1018" "149505" "바다 탐험대 옥토넛 시즌4: 늪지탐험선K" "8.56"
"1019" "38547" "화씨 9/11" "8.56"
"1020" "65902" "싸이보그 그녀" "8.55"
"1021" "39479" "뉴 폴리스 스토리" "8.55"
"1022" "12918" "시애틀의 잠 못 이루는 밤" "8.55"
"1023" "37742" "트로이" "8.55"
"1024" "54435" "내니 맥피 - 우리 유모는 마법사" "8.55"
"1025" "32478" "기사 윌리엄" "8.55"
"1026" "81891" "코리아" "8.55"
"1027" "64242" "비커밍 제인" "8.55"
"1028" "84034" "로렉스" "8.55"
"1029" "78851" "오싹한 연애" "8.55"
"1030" "123298" "내일을 위한 시간" "8.55"
"1031" "68501" "키사라기 미키짱" "8.55"
"1032" "89606" "내 아내의 모든 것" "8.55"
"1033" "97857" "가디언즈 오브 갤럭시" "8.55"
"1034" "66317" "더 폴: 오디어스와 환상의 문" "8.55"
"1035" "10065" "엑소시스트" "8.54"
"1036" "74610" "미드나잇 인 파리" "8.54"
"1037" "17025" "덤 앤 더머" "8.54"
"1038" "36337" "폰 부스" "8.54"
"1039" "34501" "실미도" "8.54"
"1040" "63483" "훌라 걸스" "8.54"
"1041" "126386" "고녀석 맛나겠다2 : 함께라서 행복해" "8.54"
"1042" "46153" "내일의 기억" "8.54"
"1043" "17744" "데드 맨 워킹" "8.54"
"1044" "134134" "괴물의 아이" "8.54"
"1045" "31708" "키스 오브 드래곤" "8.54"
"1046" "132946" "4등" "8.54"
"1047" "97747" "디스커넥트" "8.54"
"1048" "133424" "데몰리션" "8.53"
"1049" "36853" "매치스틱 맨" "8.53"
"1050" "114293" "트래쉬" "8.53"
"1051" "96911" "몽타주" "8.53"
"1052" "56058" "프레스티지" "8.53"
"1053" "76014" "일루셔니스트" "8.53"
"1054" "103241" "짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!" "8.53"
"1055" "31267" "진주만" "8.53"
"1056" "72524" "남극의 쉐프" "8.53"
"1057" "28267" "플란다스의 개" "8.53"
"1058" "140895" "러브 라이브! 더 스쿨 아이돌 무비" "8.53"
"1059" "72406" "회복" "8.53"
"1060" "83865" "초한지: 영웅의 부활" "8.53"
"1061" "68217" "강철중: 공공의 적 1-1" "8.53"
"1062" "34519" "슈렉 2" "8.53"
"1063" "18572" "올가미" "8.53"
"1064" "23848" "태양은 없다" "8.53"
"1065" "35900" "국화꽃 향기" "8.53"
"1066" "99740" "혹성탈출: 반격의 서막" "8.52"
"1067" "101962" "캐롤" "8.52"
"1068" "28792" "리플리" "8.52"
"1069" "137915" "미 비포 유" "8.52"
"1070" "62742" "BB 프로젝트" "8.52"
"1071" "81028" "아워 이디엇 브라더" "8.52"
"1072" "70118" "극장판 포켓 몬스터 DP - 아르세우스 초극의 시공으로" "8.52"
"1073" "35733" "레드 드래곤" "8.52"
"1074" "33048" "몬테 크리스토 백작" "8.52"
"1075" "53902" "더 문" "8.52"
"1076" "38378" "꽃피는 봄이 오면" "8.52"
"1077" "97629" "도리를 찾아서" "8.52"
"1078" "61101" "색, 계" "8.52"
"1079" "32240" "트레이닝 데이" "8.51"
"1080" "81967" "사우스포" "8.51"
"1081" "37049" "이탈리안 잡" "8.51"
"1082" "75724" "쩨쩨한 로맨스" "8.51"
"1083" "62799" "아더와 미니모이: 제1탄 비밀 원정대의 출정" "8.51"
"1084" "66034" "데어 윌 비 블러드" "8.51"
"1085" "38318" "당신이 사랑하는 동안에" "8.51"
"1086" "19078" "아이언 마스크" "8.51"
"1087" "18730" "스탈린그라드: 최후의 전투" "8.51"
"1088" "49957" "렛 미 인" "8.51"
"1089" "48690" "맨 프럼 어스" "8.51"
"1090" "137347" "리틀 포레스트2: 겨울과 봄" "8.51"
"1091" "82142" "파퍼씨네 펭귄들" "8.51"
"1092" "92047" "웜 바디스" "8.50"
"1093" "101950" "그녀" "8.50"
"1094" "149512" "재심" "8.50"
"1095" "34969" "언페이스풀" "8.50"
"1096" "76103" "고백" "8.50"
"1097" "44022" "메종 드 히미코" "8.50"
"1098" "19479" "해가 서쪽에서 뜬다면" "8.49"
"1099" "78790" "내가 살인범이다" "8.49"
"1100" "136686" "오빠생각" "8.49"
"1101" "11757" "캐리" "8.49"
"1102" "72443" "더 콘서트" "8.49"
"1103" "51579" "아포칼립토" "8.49"
"1104" "125419" "아이 인 더 스카이" "8.49"
"1105" "28465" "링" "8.49"
"1106" "18429" "컨스피러시" "8.49"
"1107" "112666" "블랙 가스펠" "8.48"
"1108" "70992" "킥 애스: 영웅의 탄생" "8.48"
"1109" "160750" "극장판 암살교실: 365일의 시간" "8.48"
"1110" "93756" "명량" "8.48"
"1111" "62167" "식객" "8.48"
"1112" "19529" "다크 시티" "8.48"
"1113" "114139" "네버다이 버터플라이" "8.48"
"1114" "47088" "엘리트 스쿼드" "8.48"
"1115" "136845" "플로렌스" "8.48"
"1116" "140695" "럭키" "8.48"
"1117" "121047" "극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여~" "8.48"
"1118" "47587" "분노의 질주: 더 오리지널" "8.48"
"1119" "124201" "탐정 : 더 비기닝" "8.48"
"1120" "49783" "매직 아워" "8.48"
"1121" "90901" "노예 12년" "8.48"
"1122" "39576" "쿵푸 허슬" "8.48"
"1123" "139701" "범죄의 여왕" "8.47"
"1124" "74566" "호빗 : 스마우그의 폐허" "8.47"
"1125" "136821" "로봇, 소리" "8.47"
"1126" "30889" "친구" "8.47"
"1127" "130943" "위아 유어 프렌즈" "8.47"
"1128" "129459" "리틀 포레스트: 여름과 가을" "8.47"
"1129" "65840" "마이 파더" "8.47"
"1130" "97816" "호빗: 다섯 군대 전투" "8.47"
"1131" "108734" "필로미나의 기적" "8.47"
"1132" "125423" "트리플 9" "8.47"
"1133" "38908" "킹덤 오브 헤븐" "8.47"
"1134" "95203" "로렌스 애니웨이 " "8.46"
"1135" "99799" "세이프 헤이븐" "8.46"
"1136" "104331" "블루 재스민" "8.46"
"1137" "40208" "우리, 사랑일까요?" "8.46"
"1138" "118395" "와일드" "8.46"
"1139" "137971" "로스트 인 더스트" "8.46"
"1140" "129383" "미스 페레그린과 이상한 아이들의 집" "8.46"
"1141" "101062" "스니치" "8.46"
"1142" "134136" "명탐정 코난 : 화염의 해바라기" "8.46"
"1143" "39368" "나쁜 교육" "8.46"
"1144" "46874" "꽃보다 남자" "8.46"
"1145" "18816" "로리타" "8.46"
"1146" "39769" "로봇" "8.46"
"1147" "76444" "노미오와 줄리엣" "8.45"
"1148" "74736" "챔프" "8.45"
"1149" "67195" "라스베가스에서만 생길 수 있는 일" "8.45"
"1150" "84349" "플레이스 비욘드 더 파인즈" "8.45"
"1151" "29797" "어둠 속의 댄서" "8.45"
"1152" "99094" "레고 무비" "8.45"
"1153" "19076" "위대한 유산" "8.45"
"1154" "33062" "디 아더스" "8.45"
"1155" "10453" "졸업" "8.45"
"1156" "37938" "사랑할 때 버려야 할 아까운 것들" "8.44"
"1157" "31893" "결혼은 미친 짓이다" "8.44"
"1158" "122489" "정글북" "8.44"
"1159" "63515" "파프리카" "8.44"
"1160" "32026" "하트브레이커스" "8.44"
"1161" "96910" "무명인" "8.44"
"1162" "142292" "마음이 외치고 싶어해" "8.43"
"1163" "134133" "하나와 앨리스 : 살인사건" "8.43"
"1164" "129164" "숀더쉽" "8.43"
"1165" "136868" "로그 원: 스타워즈 스토리" "8.43"
"1166" "63113" "칠드런 오브 맨" "8.43"
"1167" "54704" "오펀: 천사의 비밀" "8.43"
"1168" "66381" "맘마 미아!" "8.43"
"1169" "49483" "거북이 달린다" "8.43"
